exp_id,model,features,n_features,n_windows,val_days,mean_ic,std_ic,w1_ic,w2_ic,w3_ic,w4_ic,w5_ic,w6_ic,w7_ic,w8_ic,w9_ic,w10_ic,params,note
20260510_174928,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|ret_20d_rank|vol_20d_rank|bb_position_rank,15,5,21,0.0040,0.0353,0.0159,0.0600,-0.0462,-0.0167,0.0069,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 0.1, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.7, 'num_leaves': 8}",scan-sub0.8,-0.0159
20260510_174938,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|ret_20d_rank|vol_20d_rank|bb_position_rank,15,5,21,-0.0055,0.0216,-0.0142,0.0269,-0.0261,-0.0267,0.0126,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 0.1, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.9, 'num_leaves': 8}",scan-col0.9,-0.0232
20260510_174947,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|ret_120d|ret_20d_rank|vol_20d_rank|bb_position_rank,16,5,21,-0.0136,0.0296,0.0145,-0.0013,-0.0579,-0.0388,0.0156,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 0.1, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.7, 'num_leaves': 8}",feat+ret120d,-0.0128
20260510_174956,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|close_over_ma20|ret_20d_rank|vol_20d_rank|bb_position_rank,16,5,21,-0.0089,0.0293,-0.0063,0.0316,-0.0494,-0.0326,0.0120,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 0.1, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.7, 'num_leaves': 8}",feat+ma20,-0.0067
20260510_175005,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|ret_1d|ret_20d_rank|vol_20d_rank|bb_position_rank,16,5,21,-0.0113,0.0258,-0.0063,0.0201,-0.0423,-0.0401,0.0120,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 0.1, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.7, 'num_leaves': 8}",feat+ret1d,-0.0095
20260510_175015,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|ret_120d|close_over_ma20|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,-0.0049,0.0345,0.0489,0.0196,-0.0462,-0.0293,-0.0172,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 0.1, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.7, 'num_leaves': 8}",feat+ret120d+ma20,-0.0123
20260510_205012,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,0.0107,0.0280,0.0561,-0.0132,-0.0132,-0.0069,0.0306,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 0.1, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.7, 'num_leaves': 8}",eval-B0-current,+0.0231
20260510_205118,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,0.0040,0.0313,0.0449,0.0156,-0.0228,-0.0407,0.0230,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-B1-col0.5-lam5,+0.0189
20260510_205224,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,0.0210,0.0267,0.0548,0.0064,-0.0223,0.0381,0.0283,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-B2-col0.5-lam1,+0.0179
20260510_205334,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,0.0252,0.0241,0.0562,0.0293,-0.0183,0.0312,0.0275,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 2.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.4, 'num_leaves': 8}",eval-B3-col0.4,+0.0167
20260510_205949,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ma5_over_ma20|ret_20d_rank|vol_20d_rank|bb_position_rank,18,5,21,0.0045,0.0179,0.0146,-0.0201,-0.0139,0.0180,0.0239,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-F1-+ma5_20,+0.0190
20260510_210110,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ma20_over_ma60|ret_20d_rank|vol_20d_rank|bb_position_rank,18,5,21,0.0104,0.0157,0.0244,0.0225,-0.0170,0.0028,0.0194,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-F2-+ma20_60,+0.0158
20260510_210219,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|price_pos_20|price_pos_60|ret_20d_rank|vol_20d_rank|bb_position_rank,19,5,21,-0.0090,0.0369,0.0563,-0.0456,-0.0238,-0.0369,0.0050,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-F3-+price_pos,+0.0132
20260510_210335,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|up_days_20|ret_20d_rank|vol_20d_rank|bb_position_rank,18,5,21,-0.0041,0.0206,-0.0035,-0.0311,-0.0233,0.0180,0.0192,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-F4-+up_days,+0.0140
20260510_210514,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|vol_5d|vol_ratio_5_60|ret_20d_rank|vol_20d_rank|bb_position_rank,19,5,21,0.0096,0.0328,0.0686,0.0111,-0.0225,-0.0198,0.0108,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-F5-+vol_regime,+0.0132
20260510_210626,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|rsi_5|williams_r_14|ret_20d_rank|vol_20d_rank|bb_position_rank,19,5,21,-0.0159,0.0432,0.0306,-0.0926,-0.0286,-0.0042,0.0154,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-F6-+rsi5_wr,+0.0033
20260510_210643,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,0.0210,0.0267,0.0548,0.0064,-0.0223,0.0381,0.0283,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-M1-lgbm-only,+0.0179
20260510_210747,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_120d|ret_20d_rank|vol_20d_rank|bb_position_rank,18,5,21,-0.0023,0.0232,0.0219,-0.0324,-0.0020,-0.0240,0.0249,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-F7-+ret120d,+0.0160
20260510_210759,xgb,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,0.0144,0.0233,0.0332,-0.0012,-0.0196,0.0454,0.0140,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5}",eval-M2-xgb-only,+0.0125
20260510_210901,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|skew_20|ret_20d_rank|vol_20d_rank|bb_position_rank,18,5,21,0.0026,0.0221,0.0265,-0.0226,-0.0257,0.0180,0.0167,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-F8-+skew,+0.0165
20260510_210914,xgb,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,0.0295,0.0418,0.0482,0.0236,-0.0311,0.0954,0.0114,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 2.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.4}",eval-M3-xgb-tuned,+0.0126
20260510_211013,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|high_low_range_20|ret_20d_rank|vol_20d_rank|bb_position_rank,18,5,21,-0.0009,0.0310,0.0145,-0.0345,-0.0413,0.0347,0.0221,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-F9-+hl_range,+0.0085
20260510_211130,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_5d_over_20d|ret_20d_rank|vol_20d_rank|bb_position_rank,18,5,21,0.0187,0.0264,0.0322,0.0581,-0.0208,0.0052,0.0189,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-F10-+ret5_20,+0.0332
20260510_212958,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,nan,nan,,,,,,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-T2-from2026,
20260510_213106,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,0.0172,0.0720,-0.0195,-0.0316,-0.0476,0.1504,0.0340,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-T3-from2025H2,+0.0271
20260510_213211,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,0.0210,0.0267,0.0548,0.0064,-0.0223,0.0381,0.0283,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-K30,+0.0179
20260510_213323,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,0.0210,0.0267,0.0548,0.0064,-0.0223,0.0381,0.0283,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-EXP-alpha3,+0.0179
20260510_213427,lgbm,ret_5d|ret_10d|ret_20d|ret_60d|volume_z_20d|vol_ratio_5_20|close_over_ma60|rsi_14|macd_hist|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_20d_rank|vol_20d_rank|bb_position_rank,17,5,21,0.0210,0.0267,0.0548,0.0064,-0.0223,0.0381,0.0283,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'num_leaves': 8}",eval-K30-EXP,+0.0179
